relative_path,size_bytes,modified_time_iso
Gyansara Shabdasha Vivechan/122_gyansara_shabdasha_vivechan_037148_hr6_ocred.pdf,53266959,2025-09-28T17:58:20.000Z
Hinsashtakam/hinsa_shtakama_009612_std.pdf,630980,2025-09-28T17:57:42.000Z
Jai Jiya Kappo/250_B004722_Jai_Jiya_Kappo_004416_HR6.pdf,47712178,2025-09-28T17:57:42.000Z
Jambudiv pannatti suttam/116_B055568_jambudiv_pannatti_suttam_part_02_033721_std_ocred.pdf,28737961,2025-09-28T17:55:36.000Z
Jivajivabhigamsuttam/120_B055736_jivajiva_bhigam_suttam_part_01_033007_hr6_ocred.pdf,49086559,2025-09-28T17:55:28.000Z
Kalpa Sutra/105_B016551_kalp_sutra_034664_std.pdf,16405686,2025-09-28T17:55:34.000Z
Kupdrushtant Vishadikaran/106_kupdrushtant_vishadikaran_022220_hr6.pdf,26932863,2025-09-28T17:57:42.000Z
Lalit Vistara/252_lalit_vistara_part_01_022463_hr6.pdf,63384771,2025-09-28T17:58:38.000Z
Lalit Vistara/253_lalit_vistara_part_02_022464_hr6.pdf,59414700,2025-09-28T17:58:38.000Z
Lalit Vistara/254_lalit_vistara_part_03_022465_hr6.pdf,61061025,2025-09-28T17:58:38.000Z
Marg parishuddhi Prakaranam/239_B003899_Marg_parishuddhi_Prakaranam_004398_HR6.pdf,25680079,2025-09-28T17:55:40.000Z
"Nana Chitta Prakarana/338_B035621_Nana_chitta_prakarana_009614_नानाचित्तप्रकरण सह (सं.) अहिंसोपनिषद् टीका, (गु.) अनुवाद_Original.pdf",19366402,2025-09-28T17:55:28.000Z
Nandisutram-siddhi-bhuvan-manohar/nandi_sutram_033330_hr6.pdf,99321128,2025-09-28T17:58:18.000Z
Niriyavaliyasuyakkhandho/188_B057414_निरियावलियासुयक्खंधो.pdf,105018094,2025-09-28T17:55:30.000Z
ogh niryukti/103_B056787_ogh_niryukti_033295_std.pdf,78003285,2025-09-28T17:55:30.000Z
Panchashak Prakaran/196_panchashak_prakaran_part_01_033423_hr6.pdf,75116247,2025-09-28T17:58:44.000Z
Panchashak Prakaran/197_panchashak_prakaran_part_02_033424_hr6.pdf,96090059,2025-09-28T17:58:44.000Z
Panchgranthi/001_B000301_panchgranthi_022149_hr6.pdf,14764039,2025-09-28T17:55:40.000Z
Panchvastuk Prakaran/189_panchvastuk_prakaran_part_01_005508_hr6.pdf,60494660,2025-09-28T17:58:50.000Z
Panchvastuk Prakaran/190_panchvastuk_prakaran_part_02_005509_hr6.pdf,49906607,2025-09-28T17:58:48.000Z
Panchvastuk Prakaran/191_panchvastuk_prakaran_part_03_005510_hr6.pdf,63471286,2025-09-28T17:58:46.000Z
Panchvastuk Prakaran/192_panchvastuk_prakaran_part_04_005511_hr6.pdf,78882177,2025-09-28T17:58:48.000Z
Panchvastuk Prakaran/193_panchvastuk_prakaran_part_05_005512_hr6.pdf,57310133,2025-09-28T17:58:48.000Z
Panchvastuk Prakaran/194_panchvastuk_prakaran_part_06_005513_hr6.pdf,67736801,2025-09-28T17:58:50.000Z
Panchvastuk Prakaran/195_panchvastuk_prakaran_part_07_005514_hr6.pdf,81968763,2025-09-28T17:58:50.000Z
Parishisht parv/206_B059821_परिशिष्टपर्व.pdf,257526040,2025-09-28T17:56:10.000Z
Patanjal Yogdarshan/210_B025653 PATANJAL YOGDARSHAN.pdf,74429600,2025-09-28T17:55:32.000Z
Patanjalyog Sutra/211_patanjal_yog_sutra_part_01_022735_hr6.pdf,55624519,2025-09-28T17:58:18.000Z
Patanjalyog Sutra/212_patanjal_yog_sutra_part_02_022736_hr6.pdf,51799433,2025-09-28T17:58:16.000Z
Pind Niryukti-84/207_B044671_पिण्डनिर्युक्तिः.pdf,118778918,2025-09-28T17:58:10.000Z
Pind Niryukti-84/pind_niryukti_032703_hr6.pdf,30050354,2025-09-28T17:58:42.000Z
Pragnapana Sutra/216_pragnapana_sutra_part_01_005761_hr6.pdf,143901653,2025-09-28T17:58:46.000Z
Pragnapana Sutra/217_pragnapana_sutra_part_02_005762_hr6.pdf,112029830,2025-09-28T17:58:14.000Z
Prashamrati Prakaran/226_prashamrati_prakaran_023402_hr6.pdf,49392313,2025-09-28T17:58:10.000Z
Prasharamrati Prakaranam/prasharam_rati_prakaranam_009263_data.pdf,3438316,2025-09-28T17:57:04.000Z
Prashna Vyakaran Sutra/agam_10_ang_10_prashna_vyakaran_sutra_011592_std-ORIGINAL.pdf,5777899,2025-09-28T17:56:26.000Z
Prashna Vyakaran Sutra/agam_10_ang_10_prashna_vyakaran_sutra_011592_std.pdf,5741260,2025-09-28T17:57:42.000Z
Pratima Shatak/222_pratima_shatak_part_03_022184_hr6-avruti2.pdf,81188074,2025-09-28T17:58:06.000Z
Pratima Shatak/223_pratima_shatak_part_04_022185_hr6.pdf,86200457,2025-09-28T17:58:04.000Z
Pratima Shatak/224_pratima_shatak_part_02_022183_hr6.pdf,84938819,2025-09-28T17:58:04.000Z
Pratima Shatak/225_pratima_shatak_part_01_022182_hr6.pdf,79020568,2025-09-28T17:58:04.000Z
Pravachan Saroddhar/220_B044444_प्रवचन सारोद्धार भाग 1.pdf,225461700,2025-09-28T17:59:52.000Z
Pravachan Saroddhar/221_pravachan_saroddhar_part_02_022023_hr6.pdf,104289346,2025-09-28T17:58:54.000Z
Raypaseniyasuttam/251_B042564_रायपसेणियसुत्तं.pdf,255716749,2025-09-28T17:56:16.000Z
Saddha Jiya kappo/298_B026194_Saddha_Jiya_kappo_002631_सड्ढजीयकप्पो (श्राद्धजीतकल्प) सह (सं.) स्वोपज्ञ टीका.pdf,15343615,2025-09-28T17:55:32.000Z
Samachari Prakaran/317_samachari_prakaran_part_02_005548_hr6.pdf,53215702,2025-09-28T17:58:08.000Z
Samachari Prakaran/318_samachari_prakaran_part_01_005547_hr6.pdf,52166725,2025-09-28T17:58:08.000Z
Samachari Prakaran/samachari_prakaran_part_01_005547_hr6.pdf,27571018,2025-09-28T17:58:06.000Z
Sambodh Prakaran/305_sambodh_prakaran_part_01_005624_hr6.pdf,50887728,2025-09-28T17:58:14.000Z
Sambodh Prakaran/306_sambodh_prakaran_part_02_005625_hr6.pdf,60347505,2025-09-28T17:58:16.000Z
Sambodh Prakaran/307_sambodh_prakaran_part_03_005626_hr6.pdf,58533017,2025-09-28T17:58:16.000Z
Samraicch Kaha/308_B054523_समराइच्च कहा भाग 1.pdf,322681970,2025-09-28T17:58:42.000Z
Samraicch Kaha/309_B055188_समराइच्च कहा भाग 2.pdf,260256961,2025-09-28T17:57:40.000Z
Samraicch Kaha/samraicch_kaha_part_1_001881_hr.pdf,43017279,2025-09-28T17:56:24.000Z
Samraicch Kaha/samraicch_kaha_part_2_001882_hr.pdf,34623136,2025-09-28T17:56:54.000Z
Samyaktva Prakaran/313_B038779_samyaktva_prakaran_022114_hr6.pdf,88253133,2025-09-28T17:58:06.000Z
Samyaktva Saptati/314_B013278_samyaktva_saptati_033257_std.pdf,79993956,2025-09-28T17:56:42.000Z
Shastravartta Samucchaya/288_shastravartta_samucchaya_1_090417_std.pdf,34731175,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/289_shastravartta_samucchaya_2_3_090418_std.pdf,21067871,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/290_shastravartta_samucchaya_4_090419_std.pdf,32430709,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/292_shastravartta_samucchaya_5_6_090420_std.pdf,31100254,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/293_shastravartta_samucchaya_7_090421_std.pdf,28027946,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/294_shastravartta_samucchaya_8_090422_std.pdf,24133175,2025-09-28T17:57:24.000Z
Shastravartta Samucchaya/295_shastravartta_samucchaya_9_10_11_090423_std.pdf,66432154,2025-09-28T17:57:26.000Z
Shodashak Prakaran/303_shodashak_prakaran_part_01_shabdasha_vivechan_037155_hr6.pdf,56334319,2025-09-28T17:57:32.000Z
Shodashak Prakaran/304_shodashak_prakaran_part_02_shabdasha_vivechan_037156_hr6.pdf,79258225,2025-09-28T17:57:34.000Z
Shraddha Dinkrutya/297_B016341_श्राद्धदिनकृत्य.pdf,275964032,2025-09-28T17:56:54.000Z
Shravak Dharm vidhi Prakaran/296_B009103_shravak_dharm_vidhi_prakaran_023116_hr6.pdf,32591834,2025-09-28T17:55:28.000Z
Shravak Pragnapti Prakaran/291_shravak_pragnapti_prakaran_023403_hr6.pdf,70354693,2025-09-28T17:57:20.000Z
Shrimad Bhagwadgita/228_B014484_श्रीमद् भगवद्गीता.pdf,173215810,2025-09-28T17:56:24.000Z
"Siddhsen Shatak/323_B011556_Siddhsen_Shatak_001182_सिद्धसेनशतक सह (गु.) अनुवाद, विवेचन.pdf",13441029,2025-09-28T17:55:18.000Z
Simandhar Swami/320_simandhar_swami_350_gathanu_stavan_part_01_c_hr6.pdf,30085330,2025-09-28T17:56:18.000Z
Simandhar Swami/321_simandhar_swami_350_gathanu_stavan_part_02_005546_hr6.pdf,26755172,2025-09-28T17:56:18.000Z
Sirimaransamahi Payana/W091073_Sirimaransamahi_Payana_300Dpi.pdf,303536477,2025-09-28T17:58:02.000Z
Sthanang Sutra/335_sthanang_sutra_part_01_005767_hr6.pdf,132743229,2025-09-28T17:58:12.000Z
Sthanang Sutra/336_sthanang_sutra_part_02_005768_hr6.pdf,111927049,2025-09-28T17:57:42.000Z
Sutrakritanga Sutra/sutrakritanga_sutra_part_01_034258_hr3.pdf,16324829,2025-09-28T17:57:36.000Z
Sutrakritanga Sutra/sutrakritanga_sutra_part_02_034259_hr3.pdf,15140273,2025-09-28T17:57:04.000Z
Sutrakritanga Sutra/sutrakritanga_sutra_part_03_034260_hr3.pdf,21574092,2025-09-28T17:57:34.000Z
Sutrakritanga Sutra/sutrakritanga_sutra_part_04_034261_hr3.pdf,22204097,2025-09-28T17:57:34.000Z
Sutrakritanga Sutra/sutrakritanga_sutra_part_05_034262_hr3.pdf,19853505,2025-09-28T17:56:26.000Z
Tandul vaicharik prakirnakam/123_B000746_tandul_vaicharik_prakirnakam_022607_hr6_ocred.pdf,11141610,2025-09-28T17:55:18.000Z
Tattvarthadhigam Sutra - Bhavyadarshan/124_tattvartha_dhigam_sutra_part_01_004407_hr6_ocred.pdf,64765086,2025-09-28T17:56:18.000Z
Tattvarthadhigam Sutra - Bhavyadarshan/125_tattvartha_dhigam_sutra_part_02_004408_hr6_ocred.pdf,46485402,2025-09-28T17:56:18.000Z
Tattvarthadhigam Sutra- Svopagya/126_tattvartha_dhigam_sutra_part_01_005749_hr6_ocred.pdf,64562466,2025-09-28T17:56:50.000Z
Tattvarthadhigam Sutra- Svopagya/127_tattvartha_dhigam_sutra_part_02_005750_hr6_ocred.pdf,55179411,2025-09-28T17:56:48.000Z
Tattvarthadhigam Sutra- Svopagya/128_B012703_tattvartha_dhigam_sutra_part_03_023668_hr6_ocred.pdf,23599631,2025-09-28T17:56:24.000Z
Tattvarthadhigam Sutram Hari/132_tattvartha_dhigam_sutram_part_01_022485_hr6_ocred.pdf,37243270,2025-09-28T17:56:50.000Z
Tattvarthadhigam Sutram Hari/133_tattvartha_dhigam_sutram_part_02_022486_hr6_ocred.pdf,22832117,2025-09-28T17:57:22.000Z
Tattvarthadhigam Sutram Hari/134_tattvartha_dhigam_sutram_part_03_022487_hr6_ocred.pdf,23494388,2025-09-28T17:57:22.000Z
Tattvarthadhigam Sutram Hari/135_tattvartha_dhigam_sutram_part_04_022488_hr6_ocred.pdf,20003822,2025-09-28T17:56:50.000Z
Tattvarthadhigam Sutram Hari/136_tattvartha_dhigam_sutram_part_05_022489_hr6_ocred.pdf,22197648,2025-09-28T17:57:22.000Z
Tattvarthadhigam Sutram Hari/137_tattvartha_dhigam_sutram_part_06_022490_hr6_ocred.pdf,16757218,2025-09-28T17:55:40.000Z
Tattvarthadhigam Sutram Hari/138_B043637_tattvartha_dhigam_sutram_part_07_022491_hr6.pdf,54572687,2025-09-28T17:57:22.000Z
Tattvarthadhigam Sutram Hari/139_tattvartha_dhigam_sutram_part_08_022492_hr6_ocred.pdf,24143561,2025-09-28T17:56:50.000Z
Tattvarthadhigam Sutram Hari/140_tattvartha_dhigam_sutram_part_09_022493_hr6_ocred.pdf,33567767,2025-09-28T17:56:50.000Z
Tattvarthadhigam Sutram Hari/141_B043643_tattvartha_dhigam_sutram_part_10_022494_hr6_ocred.pdf,18833784,2025-09-28T17:56:50.000Z
Tattvarthvrutti/145_B010029_तत्त्वार्थवृत्तिः.pdf,349125424,2025-09-28T17:56:58.000Z
Updesh Mala/093_updesh_mala_part_01_022177_hr6.pdf,64772408,2025-09-28T17:57:32.000Z
Updesh Mala/094_updesh_mala_part_02_022178_hr6.pdf,40125932,2025-09-28T17:57:32.000Z
Updesh Mala/095_updesh_mala_part_03_022179_hr6.pdf,45102521,2025-09-28T17:57:30.000Z
Updesh Rahasya/096_updesh_rahasya_part_01_033332_hr6.pdf,74477049,2025-09-28T17:57:04.000Z
Updesh Rahasya/097_updesh_rahasya_part_02_033333_hr6.pdf,72296202,2025-09-28T17:57:30.000Z
Updesh Rahasya/098_updesh_rahasya_part_03_033334_hr6.pdf,65006951,2025-09-28T17:57:02.000Z
Updeshmala Doghatti Gurjaranuwada/091_updeshmala_doghatti_gurjaranuvad_008467_std.pdf,54443922,2025-09-28T17:57:34.000Z
Updeshpad Granth/85_updesh_pad_granth_part_01_022107_hr6.pdf,114477530,2025-09-28T17:56:46.000Z
Updeshpad Granth/86_updesh_pad_granth_part_02_022108_hr6.pdf,99400417,2025-09-28T17:56:46.000Z
Updeshpad-Pravinbhai/087_B043897_UPDESH PAD PART_1.pdf,59470572,2025-09-28T17:57:36.000Z
Updeshpad-Pravinbhai/088_B049695_UPDESH PAD PART_2.pdf,71155991,2025-09-28T17:57:38.000Z
Updeshpad-Pravinbhai/089_B049708_UPDESH PAD PART_3.pdf,72824172,2025-09-28T17:58:10.000Z
Updeshpad-Pravinbhai/090_B049683_UPDESH PAD PART_4.pdf,63196693,2025-09-28T17:57:36.000Z
Uvasag Antagad Anuttaro Dasao/017_B059227_uvasag_antagad_anuttaro_dasao_037952_hr6.pdf,53113394,2025-09-28T17:56:20.000Z
Uvavai Suttam/104_B039926_Uvavai_Suttam_004431_HR6.pdf,71097364,2025-09-28T17:55:28.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_04_037096_hr6.pdf,14393279,2025-09-28T17:56:18.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_05_037097_hr6.pdf,14599982,2025-09-28T17:56:18.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_06_037098_hr6.pdf,12640425,2025-09-28T17:56:18.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_07_037099_hr6.pdf,8590717,2025-09-28T17:56:50.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_08_037100_hr6.pdf,17604011,2025-09-28T17:56:20.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpa_lata_part_09_037101_hr6.pdf,19165281,2025-09-28T17:56:18.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalpalata_022083_hr6.pdf,18772193,2025-09-28T17:55:40.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalplata_part_02_022731_hr6.pdf,14016851,2025-09-28T17:56:20.000Z
Vairagya Kalpalata - Pravinbhai/vairagya_kalplata_part_03_022732_hr6.pdf,14576905,2025-09-28T17:56:20.000Z
"Vairagyakalplata/273_B059572_वैराग्यकल्पलता (स्तबकः 1, 2, 3) भाग 1.pdf",104174080,2025-09-28T17:56:10.000Z
Vairagyakalplata/274_B061509_वैराग्यकल्पलता (स्तबकः 4) भाग 2.pdf,90402130,2025-09-28T17:55:28.000Z
"Vairagyakalplata/275_B059577_वैराग्यकल्पलता (स्तबकः 5, पूर्वार्धः) भाग 3.pdf",98127416,2025-09-28T17:55:26.000Z
"Vairagyakalplata/276_B061513_वैराग्यकल्पलता (स्तबकः 5, उत्तरार्धः) भाग 4.pdf",93201816,2025-09-28T17:55:22.000Z
Vairagyakalplata/277_B059580_वैराग्यकल्पलता (स्तबकः 6) भाग 5.pdf,75737233,2025-09-28T17:55:26.000Z
Vairagyakalplata/278_B059582_वैराग्यकल्पलता (स्तबकः 7) भाग 6.pdf,60235471,2025-09-28T17:55:22.000Z
Vairagyakalplata/279_B059585_वैराग्यकल्पलता (स्तबकः 8) भाग 7.pdf,89174518,2025-09-28T17:55:24.000Z
Vairagyakalplata/280_B061519_वैराग्यकल्पलता (स्तबकः 9) भाग 8.pdf,108604862,2025-09-28T17:55:24.000Z
Vinshati Vinshika/260_vinshati_vinshika_shabdasha_vivechan_purvarddha_005543_hr6.pdf,33525612,2025-09-28T17:55:38.000Z
Vinshati Vinshika/261_vinshati_vinshika_shabdasha_vivechan_uttararddha_005544_hr6.pdf,32895678,2025-09-28T17:55:38.000Z
Visheshavashyak Bhashyam/267_visheshavashyak_bhashyam_part_01_033494_hr6.pdf,95131876,2025-09-28T17:57:28.000Z
Visheshavashyak Bhashyam/268_visheshavashyak_bhashyam_part_02_033495_hr6.pdf,104570520,2025-09-28T17:57:28.000Z
Visheshavashyak Bhashyam/269_visheshavashyak_bhashyam_part_03_033496_hr6.pdf,88226158,2025-09-28T17:57:26.000Z
Visheshavashyak Bhashyam/270_visheshavashyak_bhashyam_part_04_033497_hr6.pdf,60094862,2025-09-28T17:57:26.000Z
visheshavashyaka bhashya - bhashantar/271_visheshavashyaka_bhashya_part_1_004648_hr.pdf,93875066,2025-09-28T17:57:24.000Z
visheshavashyaka bhashya - bhashantar/272_visheshavashyaka_bhashya_part_2_004649_hr.pdf,83087093,2025-09-28T17:56:48.000Z
Vitrag Stotra Pravinbhai/264_B041361_VITRAG STOTRA.pdf,62943831,2025-09-28T17:56:54.000Z
Vitrag Stotra Pravinbhai/vitrag_stotra_pray_shabdasha_vivechan_037121_hr6.pdf,26835085,2025-09-28T17:56:20.000Z
Vitrag Stotra rajshekhar ms/263_vitrag_stotra_005874_hr6.pdf,29979280,2025-09-28T17:56:22.000Z
Vyavahar Sutram/282_vyavahar_sutram_part_01_pithika_020934_hr3.pdf,25729692,2025-09-28T17:56:22.000Z
Vyavahar Sutram/283_vyavahar_sutram_part_02_020935_hr3.pdf,52052388,2025-09-28T17:56:48.000Z
Vyavahar Sutram/284_vyavahar_sutram_part_03_020936_hr3.pdf,46880437,2025-09-28T17:56:22.000Z
Vyavahar Sutram/285_vyavahar_sutram_part_04_020937_hr3.pdf,53247320,2025-09-28T17:56:22.000Z
Vyavahar Sutram/286_vyavahar_sutram_part_05_020938_hr3.pdf,28729013,2025-09-28T17:56:20.000Z
Vyavahar Sutram/287_vyavahar_sutram_part_06_020939_hr3.pdf,39145341,2025-09-28T17:56:20.000Z
Yatilakshan Samucchay Prakaran/241_yati_lakshan_samucchay_prakaran_022176_hr6.pdf,62822004,2025-09-28T17:57:30.000Z
Yog Drishti Samucchay/245_B009196_योगदृष्टि समुच्चय.pdf,145985423,2025-09-28T17:55:38.000Z
Yog Vinshika New/246_B053881_योगविंशिका शब्दशः विवेचन.pdf,61999752,2025-09-28T17:55:20.000Z
Yogbindu/242_yog_bindu_part_01_shabdasha_vivechan_037116_hr6.pdf,64733055,2025-09-28T17:56:44.000Z
Yogbindu/243_yog_bindu_part_02_shabdasha_vivechan_037117_hr6.pdf,56014228,2025-09-28T17:56:44.000Z
Yogbindu/244_yog_bindu_part_03_shabdasha_vivechan_037118_hr6.pdf,67085002,2025-09-28T17:56:44.000Z
Yogshastra/248_yogashastra_005118_hr.pdf,88138932,2025-09-28T17:57:34.000Z
Yogshastra/yogashastra_005118_hr.pdf,29655166,2025-09-28T17:56:52.000Z
Yogshatak Shabdasha Vivechan/247_yog_shatak_shabdasha_vivechan_037110_hr6.pdf,93135670,2025-09-28T17:56:12.000Z
Yogvinshika/yog_vinshika_033457_hr6.pdf,16541153,2025-09-28T17:55:18.000Z
